objectid,parentid,cmacno,nmmno,filename,title,datedisplay,datesort,datemade,datemadecirca,datemadeend,datelostdisplay,datelostsort,datelost,datelostcirca,datelostend,datelostspeculate,datefounddisplay,datefound,datefoundend,datefoundspeculate,shipwreck,shipwreckname,shipwreckdatedisplay,shipwreckdate,shipwreckdatecirca,shipwreckdescription,shipwreckurl,recoverylat,recoverylong,knownlocationother,knownlocationlat,knownlocationlong,knownlocationprivate,knownlocationpublic,knownlocationpublicurl,knownlocationpublicobject,fragments,watersstimsontypeabrvicon,watersstimsontype,taxonomy,diameter,thickness,thicknesstop,thicknessbottom,weight,scale,maker,makersign,makerfamily,condition,nationalitycard,nationality,markscategories,marksdescription,critiquesofauthenticity,notes,referencespublic,referencespersonalcomm,latitude,longitude,format,type,source,identifier,language,rights,rightsstatement
cmacno075,,75,,,Crocker Reef,date unknown,,,,,,,,,,,,,,,unknown,,,,,,,24.908333,-80.525,"unknown, auctioned",,,"Daniel Frank Sedwick, Florida, USA",,,,no alidade,1a.svg,Ia3,"wheel type with base ballast, convex base ballast w/ simple post tops",,,,,,obliterated,unknown,,,eroded,unknown,[unknown],,none apparent.,provenience unknown,"Some sources suggest it was found by treasure hunter Karl Fismer off Crocker Reef, Florida Keys. Unprovenanced. Offered at auction by Daniel Frank Sedwick in 2008.",Garcia 2005,,,,record,,,,,,
cmacno076,,76,,,San Diego,pre-1600,1600,,,1600,1600,1600,1600,,,,,,,,yes,San Diego,1600,1600,,"Spanish galleon lost during the Battle of Manila Bay with the Dutch, 1600.",https://mass.cultureelerfgoed.nl/san-diego-galleon,14.070579,120.4989392,public collection,14.5870602,120.9812357,,"National Museum, Manilla, Philippines",https://www.nationalmuseum.gov.ph/,https://www.nationalmuseum.gov.ph/our-collections/maritime-and-underwater-cultural-heritage/treasures-of-san-diego/,,1a.svg,Ia3,"wheel type with base ballast, convex base ballast w/ simple post tops",183,17t / 18b,17,18,2434,unnumbered,unknown,,,good,Portuguese,Portuguese?,,none apparent.,,"Found by Franck Goddio's team at the site of the San Diego shipwreck, in the Philippines.",Garcia 2005,,,,record,,,,,,
cmacno077,,77,,,Hatcher / Nassau,pre-1606,1606,,,1606,1606,1606,1606,,,,,,,,possibly,Nassau,1606,1606,,"VOC shipwreck Nassau, lost in 1606 during the Battle of Cape Rachado against the Portuguese, near Malacca, Malaysia.",https://www.wrecksite.eu/wreck.aspx?182822,2.399112141,101.8413752,"unknown, auctioned",,,"Sothoby's, USA",,,,,1a.svg,Ia7,"wheel type with base ballast, ogeee base ballast",,,,,,0-90-0; 90-0-90,unknown,,,good,Spanish; Portuguese,Iberian,fleurs de lis cross,Four fleurs de lys,,"Auctioned by Sotheby’s in November 1995 as part of the collection of treasure hunter Michael Hatcher. Possibly salvaged from the site of the Dutch shipwreck Nassau, lost in 1606 near Malacca, Malaysia.","Sotheby's Catalogue, November 1995.",,,,record,,,,,,
cmacno078,,78,,,SJB I,pre-1606,1606,,,1606,1606,1606,1606,,,,1995,1995,,,yes,Nossa Senhora dos Mártires,1606,1606,,Lost in 1606 near Lisbon on its return trip from India.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/portuguese-india-route/pepper-wreck/,38.672558,-9.325653,public collection,38.69711124,-9.209144675,,"Museu de Marinha, Lisbon, Portugal",https://cultura.marinha.pt/,https://museudigital.marinha.pt/pesquisa/ficha.aspx?id=11720&ns=216000&Lang=po&c=COLE%C7%D5ES&IPR=1799,,1a.svg,Ia5,"wheel type with base ballast, convex base ballast w/ concave post tops",167,16t / 18b,16,18,1690,obliterated,unknown,,,eroded,Portuguese,Portuguese?,,none apparent.,,"Recovered by Carlos Martins from São Julião da Barra, Tagus Mouth, Lisbon, on the site of the Portuguese Indiaman Pepper Werck, tentatively identified as the Nossa Senhora dos Mártires.","Afonso 1998, Garcia 2005.",,,,record,,,,,,
cmacno079,,79,,,SJB II,pre-1606,1606,,,1606,1606,1606,1606,,,,1995,1995,,,yes,Nossa Senhora dos Mártires,1606,1606,,Lost in 1606 near Lisbon on its return trip from India.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/portuguese-india-route/pepper-wreck/,38.672558,-9.325653,public collection,38.69711124,-9.209144675,,"Museu de Marinha, Lisbon, Portugal",https://cultura.marinha.pt/,https://museudigital.marinha.pt/pesquisa/ficha.aspx?id=11721&ns=216000&Lang=po&c=COLE%C7%D5ES&IPR=1799,no alidade,1a.svg,Ia5,"wheel type with base ballast, convex base ballast w/ concave post tops",175,22t / 20b,22,20,1769,90-0-90,unknown,,,eroded,Portuguese,Portuguese,,none apparent.,,"Recovered by Filipe Castro in the Winter of 1995 from the site of the Nossa Senhora dos Mártires at Tagus mouth, Lisbon.","Afonso 1998, Garcia 2005.",,,,record,,,,,,
cmacno080,,80,,,Raza Library,date unknown,,,,,,,,,,,,,,,no,,,,,,,,,public collection,28.81212719,79.02310754,,"Rampur Raza Library, Rampur, Uttar Pradesh, India",https://rampur.nic.in/aryabhatt-planetarium/,,,3.svg,III,wheel type without ballast,187,11,11,,1870,unmarked,unknown,,,good,unknown,[unknown],,none.,provenience unknown,Unprovenanced. Although there is a scale in the upper half (180 degrees) it is not marked.,"Sarma, 2003.",,,,record,,,,,,
cmacno081,,81,,,SJB III,1605,1605,1605,,,1606,1606,1606,,,,1995,1995,,,yes,Nossa Senhora dos Mártires,1606,1606,,Lost in 1606 near Lisbon on its return trip from India.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/portuguese-india-route/pepper-wreck/,38.672558,-9.325653,public collection,38.69711124,-9.209144675,,"Museu de Marinha, Lisbon, Portugal",https://cultura.marinha.pt/,https://museudigital.marinha.pt/pesquisa/ficha.aspx?id=11722&ns=216000&Lang=po&c=COLE%C7%D5ES&IPR=1799,,1a.svg,Ia3,"wheel type with base ballast, convex base ballast w/ simple post tops",174,20t / 21b,20,21,2843,90-0-90,unknown member of Goes family?,G,Goes,[unknown],Portuguese,Portuguese,stars; date; maker name,* / * 1605 * / * / G,,"Recovered by Filipe Castro in the Winter of 1995 from the site of the Nossa Senhora dos Mártires at Tagus mouth, Lisbon. Mark ""G"" is located beneath the ballast, at the bottom of the wheel.","Afonso 1998, Garcia 2005.",,,,record,,,,,,
cmacno082,,82,,,Christie's 1994,date unknown,,,,,,,,,,,,,,,possibly,,,,,,,,,"unknown, auctioned",,,"Christie's, UK",,,,no alidade,1a.svg,Ia5,"wheel type with base ballast, convex base ballast w/ concave post tops",175,,,,,obliterated,unknown,,,eroded,Spanish; Portuguese,Iberian,,none apparent.,"possibly a fake, provenience unknown","Unprovenanced. Possibly a fake. Sold by Christie's in 1994 for 2,200 pounds. The auction house suggested that it has been partially melted, perhaps during the wreck.","Garcia, 2005, Christie's Catalog, Lot 536",,,,record,,,,,,
cmacno083,,83,,,Museo Naval,date unknown,,,,,,,,,,,2001,2001,,,unknown,,,,,,,,,public collection,40.41789176,-3.692679959,,"Museo Naval, Madrid, Spain",https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/cienciaorgano/prefLang-es/01cienciamuseo,https://bibliotecavirtual.defensa.gob.es/BVMDefensa/es/consulta/registro.do?id=40173,no alidade,1a.svg,Ia6,"wheel type with base ballast, complex base ballast",205,15,15,,,0-90-0,unknown,,,good,Spanish,Spanish?,stars,Five eight-pointed stars on the crown and several on the horizontal posts.,provenience unknown,Unprovenanced. Acquired by the Naval Museum from Sotheby's in 2001.,Garcia 2005,,,,record,,,,,,
cmacno084,,84,,,Passapau,1645,1645,1645,,,,,,,,,1999,1999,,,unknown,,,,,,,15.40665515,-23.4830689,public collection,37.05543011,-76.48810556,,"Mariner's Museum, Virginia, USA",https://www.marinersmuseum.org/,https://catalogs.marinersmuseum.org/object/CL28238,,1a.svg,Ia5,"wheel type with base ballast, convex base ballast w/ concave post tops",171.5,22,22,,2820,90-0-90,Nicolao Ruffo,NICOLAO RVFFO,Ruffo,[unknown],Portuguese,Portuguese,double circle; stars; date; maker name,A double circle incised on the ballast; * / * 16 * 45 * / * / * NICOLAO RVFFO *,,"Recovered by treasure hunting company Arqueonautas SA off coast of Sao Tiago, in the Cape Verde archipelago, in 1999, and sold through Sotheby's to the Mariner's Museum at Newport News. Originally silverplated, but inadequately conserved by the salvors.",Garcia 2005,,,,record,,,,,,
cmacno085,,85,,,Ile Brehat,date unknown,,,,,,,,,,,,,,,unknown,,,,,,,48.73908821,-2.579262951,unknown,,,,,,,,1a.svg,Ia8,"wheel type with base ballast, ogee base ballast w/ molded posts",,,,,,[unknown],unknown,,,eroded,unknown,[unknown],,none apparent.,provenience unknown,"Unprovenance. Recovered off Northern Brittany, France.",,,,,record,,,,,,
cmacno086,,86,,,Ines de Soto I,1555,1555,1555,,,,,,,,,1996,1996,,,yes,Ines de Soto,ca.1572,1572,ca.,Lost in Cuba around 1575.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/spanish-and-the-new-world/7797-2/,22.806276,-83.789083,public collection,23.14119,-82.34952908,,"Museo Castillo de la Real Fuerza, Havana, Cuba",,,"wheel fragment, with alidade",1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",,,,,,0-90-0,unknown,,,eroded,Spanish,Spanish,date; stars; pillars of Hercules stamp; quintuple star cross,"three stars / 1555 / two stars / Quintuple star cross / Spanish stamp / three stars / on the preserved horizontam post a quintuple star cross",,"Recovered by Carisub from a mid-16th century shipwreck at Los Colorados Archipelago, Pinar del Rio, off the northern Cuban coast.",Garcia 2005,,,,record,,,,,,
cmacno087,,87,,,Ines de Soto II,ca. 1550,1550,1550,ca. ,,,,,,,,1996,1996,,,yes,Ines de Soto,ca.1572,1572,ca.,Lost in Cuba around 1575.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/spanish-and-the-new-world/7797-2/,22.806276,-83.789083,public collection,23.14119,-82.34952908,,"Museo Castillo de la Real Fuerza, Havana, Cuba",,,"wheel fragment, no alidade",1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",,,,,,obliterated,unknown,,,eroded,unknown,[unknown],,none apparent.,,"Recovered by Carisub from a mid-16th century shipwreck at Los Colorados Archipelago, Pinar del Rio, off the northern Cuban coast.",Garcia 2005,,,,record,,,,,,
cmacno088,,88,,,Francisco Padre I,pre-1600,1600,,,1600,,,,,,,,,,,yes,Francisco Padre,ca.1590,1590,ca.,Lost in Cuba around 1590.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/spanish-and-the-new-world/francisco-padre-c-1630/,22.2688,-84.698683,public collection,40.41789176,-3.692679959,,"Museo Naval, Madrid, Spain",https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/cienciaorgano/prefLang-es/01cienciamuseo,,,1a.svg,Ia2,"wheel type with base ballast, concave base ballast",,,,,,[unknown],unknown,,,[unknown],unknown,[unknown],,[unknown],,"A picture shows astrolabes 88 and 97, respectively Francisco Padre I and Francisco Padre II, at the time of their recovery, perhaps in 1994, from a late 16th century shipwreck found near Cabo San Antonio, on the western coast of Cuba. Acquired by the Muse",,,,,record,,,,,,
cmacno089,,89,,,São Bento,pre-1554,1554,,,1554,1554,1554,1554,,,,,,,,yes,São Bento,1554,1554,,Portuguese ship lost in 1554 during a violent storm off the coast of South Africa.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/portuguese-india-route/s-bento-1554/,-31.3269,29.9692,private,,,,,,,"wheel fragment, no alidade",1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",,,,,,obliterated,unknown,,,[eroded],unknown,[unknown],,none apparent.,,"In a private collection. Recovered from the site of the shipwreck of the Portuguese Indiaman S. Bento, at Msikaba, South africa.",,"Paul Brandt, 2013",,,record,,,,,,
cmacno090,,90,,,Rio Grande do Norte,1656,1656,1656,,,,,,,,,,,,,unknown,,,,,,,,,private,,,,,,,,1a.svg,Ia4,"wheel type with base ballast, convex base ballast w/ simple upper post tops",166,23,23,,2240,90-0-90,Agostinho de Goes Raposo,A GOYS,Goes,eroded,Portuguese,Portuguese,double circle; stars; date; maker name,A double circle incised on the ballast; * / * 16 [stamp] 56 * / * / A / GOYS,,"Signed by Agostinho de Gois Raposo. Believed to have been salvaged from a shipwreeck in Brazil and illegally exported to the US. It is very similar to the two known astrolabes recovered from the Santíssimo Sacramento shipwreck site, in Bahia, Brazil.",Budsberg et al. 2016,,,,record,,,,,,
cmacno091,,91,,,Oranjemund I,pre-1533,1533,,,1533,1533,1533,1533,,,,2008,2008,,,yes,Bom Jesus,1533,1533,,The Orangemund shipwreck was tentatively identified as a Portuguese Indiaman named Bom Jesus and lost on the coast of today’s Namibia in 1533 on the way to India.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/portuguese-india-route/bom-jesus-1533/,-28.599444,16.3975,private,,,"Oranjemund, Namibia",,,,,1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",175,9t / 11b,9,11,1400,obliterated,unknown,,,eroded,Portuguese,Portuguese?,,none apparent.,,"One of three found in the Oranjemund Diamond Mines, in southern Namibia, on the Bom Jesus shipwreck site, lost in 1533.",,"Mowa Eliot, 2015",,,record,,,,,,
cmacno092,,92,,,Oranjemund II,pre-1533,1533,,,1533,1533,1533,1533,,,,2008,2008,,,yes,Bom Jesus,1533,1533,,The Orangemund shipwreck was tentatively identified as a Portuguese Indiaman named Bom Jesus and lost on the coast of today’s Namibia in 1533 on the way to India.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/portuguese-india-route/bom-jesus-1533/,-28.599444,16.3975,private,,,"Oranjemund, Namibia",,,,,1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",180,11,11,,2100,0-90-0,unknown,,,concreted,Portuguese,Portuguese?,,none apparent.,,"One of three found in the Oranjemund Diamond Mines, in southern Namibia, on the Bom Jesus shipwreck site, lost in 1533.",,"Mowa Eliot, 2015",,,record,,,,,,
cmacno093,,93,,,Oranjemund III,pre-1533,1533,,,1533,1533,1533,1533,,,,2008,2008,,,yes,Bom Jesus,1533,1533,,The Orangemund shipwreck was tentatively identified as a Portuguese Indiaman named Bom Jesus and lost on the coast of today’s Namibia in 1533 on the way to India.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/portuguese-india-route/bom-jesus-1533/,-28.599444,16.3975,private,,,"Oranjemund, Namibia",,,,no alidade,1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",200,6t / 9b,6,9,900,obliterated,unknown,,,eroded,Portuguese,Portuguese?,,none apparent.,,"One of three found in the Oranjemund Diamond Mines, in southern Namibia, on the Bom Jesus shipwreck site, lost in 1533.",,"Mowa Eliot, 2015",,,record,,,,,,
cmacno094,,94,,,ARS,date unknown,,,,,,,,,,,2011,2011,,,unknown,,,,,,,17.81624466,-71.27144138,public collection,18.46510894,-69.89448428,,"Ministerio de Cultura, Santo Domingo, Dominican Republic",https://cultura.gob.do/,,,1a.svg,Ia8,"wheel type with base ballast, ogee base ballast w/ molded posts",,,,,,obliterated,unknown,,,concreted,unknown,unknown,,none apparent.,,"Found off the southwestern coast of the Dominican Republic, near Juancho, in December of 2011. In conservation.",,Bobby Pritchett and Jason Nowell,,,record,,,,,,
cmacno095,,95,,,Lake Hipocee,date unknown,,,,,,,,,,,,,,,no,,,,,,,,,public collection,25.77485671,-80.19640446,,"Historical Museum of South Florida (HistoryMiami), Florida, USA",https://historymiami.org/,,"wheel fragment, no alidade",1a.svg,Ia5,"wheel type with base ballast, convex base ballast w/ concave post tops",,11,11,,,?-90-?,unknown,,,fragment,unknown,unknown,,None on the fragment preserved,,Found at an unknown native American archaeological site.,,,,,record,,,,,,
cmacno096,,96,,,Liddy,1568,1568,1568,,,1606?,1606,1606,,,?,,,,,unknown,,,,,,,,,private,,,,,,,"wheel fragment, no alidade",1a.svg,Ia6,"wheel type with base ballast, complex base ballast",272,18,18,,,obliterated,unknown,,,eroded,unknown,unknown,date; stars; quintuple star cross,"* / * Star in a box * / * / * / * 1568 * / possible star; on left ballast possible quituple starmark (only four shown)",,"Possibly salvaged from a 1606 shipwreck sunk in Malaysia; Also known as Pednathize Head Astrolabe.",,,,,record,,,,,,
cmacno097,,97,,,Fransisco Padre II,pre-1578,1578,,,1578,ca. 1578,1578,1578,ca. ,,,1995,1995,,,yes,Francisco Padre,ca.1590,1590,ca.,Lost in Cuba around 1590.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/spanish-and-the-new-world/francisco-padre-c-1630/,22.2688,-84.698683,public collection,23.14119,-82.34952908,,"Museo Castillo de la Real Fuerza, Havana, Cuba",,,,1a.svg,Ia2,"wheel type with base ballast, concave base ballast",186,,,,3168,90-0-90,Sebastião de Gois,SEBASTIAO DE GOIS,Goes,good,Portuguese,Portuguese,stars; armillary sphere; maker name,Several stars /Armillary sphere / SEBASTIAO DE GOIS,,"A picture shows astrolabes 88 and 97, respectively Francisco Padre I and Francisco Padre II, at the time of their recovery, perhaps in 1994, from a late 16th century shipwreck found near Cabo San Antonio, on the western coast of Cuba.",,"A. Mirabal, 2015",,,record,,,,,,
cmacno098,,98,,,Delalande,1643,1643,1643,,,,,,,,,,,,,no,,,,,,,,,"unknown, auctioned",,,"Delalande Gallery, Paris, France",,,,,no.svg,n/a,,,,,,,0-90-0-90-0,unknown,,,good,French,French?,stars; date,*AD * 1643 *,,"Sold at auction in Paris by the Delalande gallery in Nov 2012; Unprovinienced. ""En sus de son alidade mobile, cet astrolabe possède également une alidade fixe qui pourrait permettre de vérifier la bonne gravité de l’instrument par rapport à l’horizon.""",,,,,record,,,,,,
cmacno099,,99,,,Tenerife,date unknown,,,,,,,,,,,1946?,1946,,?,unknown,,,,,,,28.373083,-16.754444,private,,,,,,,,1a.svg,Ia2,"wheel type with base ballast, concave base ballast",,,,,,obliterated,unknown,,,eroded,unknown,unknown,,none apparent.,,"Allegedly found on the place of the old ""Puerto de Garachico"" possibly in 1946, possibly by Domingo Miranda y Miranda and Vicente Álvarez Henríquez, while digging a well.",,"Vicente Benitez Cabrera, 2013",,,record,,,,,,
cmacno100,,100,,,Funchal,1595,1595,1595,,,,,,,,,,,,,probably,,,,,,,,,private,,,,,,,,1a.svg,Ia2,"wheel type with base ballast, concave base ballast",188,,,,3570,90-0-90,Francisco de Gois,GOIS,Goes,good,Portuguese,Portuguese,maker name; date; armillary sphere,GOIS 1595 / Armillary sphere,alidade likely new,"Unknown. Allegedly purchased in Funchal, Madeira, Portugal, in 1956; Auctioned in 2014 at Charles Miller Ltd., London (£70.000).",,,,,record,,,,,,
cmacno101,,101,,,Cadis III / Delta,1606,1606,1606,,,1650 - 1675,1650,1650,,1675,,2013,2013,,,"from a shipwreck found at Cadiz, during harbor works.",,,,,,,36.533333,-6.266667,public collection,36.53513434,-6.296280031,,"Museo Arqueológico Provincial de Cádiz, Spain",https://www.museosdeandalucia.es/web/museodecadiz,,no alidade except pin,1a.svg,Ia5,"wheel type with base ballast, convex base ballast w/ concave post tops",176.4,22.32,22.32,,2895,0-90-0,[unknown],,,good,Spanish,Spanish,double circle,A double circle incised on the ballast,,"Found in 2013 during rescue archaeology works at Cadiz, on the remains of a military vessel  tentatively dated to the 17th century. In the Museo Arqueológico Provincial de Cádiz (España).",,Mercedes Gallardo Abárzuza,,,record,,,,,,
cmacno102,,102,,,Ines de Soto III,date unknown,,,,,,,,,,,1996,1996,,,yes,Ines de Soto,ca.1572,1572,ca.,Lost in Cuba around 1575.,https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/spanish-and-the-new-world/7797-2/,22.806276,-83.789083,public collection,23.14119,-82.34952908,,"Museo Castillo de la Real Fuerza, Havana, Cuba",,,alidade only,no.svg,unknown,,,,,,,[unknown],unknown,,,eroded,unknown,unknown,,none apparent.,,"Recovered by Carisub from a mid-16th century shipwreck at Los Colorados Archipelago, Pinar del Rio, off the northern Cuban coast. It is not known if this alidade belongs to the CMAC87 astrolabe, or to a third astrolabe.",,,,,record,,,,,,
cmacno103,,103,,,Lucayan II,pre-1628,1628,,,1628,1628?,1628,1628,,,?,1980,1980,,,"unknown, after 1627",,,,,,,,,public collection,26.51342768,-78.6425625,,"Bahamas Maritime Museum, Port Lucaya, Grand Bahama Island, Bahamas",https://www.bahamasmaritimemuseum.com/,,alidade only,no.svg,unknown,,,,,,,[unknown],unknown,,,eroded,unknown,unknown,,none apparent.,,"Recovered by John Brandon of Fort Pierce, Florida, in 1980, from the place where an astrolabe without alidade was removed by American sport divers.",,"John Brandon, 2015",,,record,,,,,,
cmacno104,,104,,,Lady Burgess,pre-1806,1806,,,1806,1806,1806,1806,,,,2000,2000,,,"unknown, possibly",Lady Burges,1806,1806,,British East Indiaman lost en route to Madras in1806.,https://www.wrecksite.eu/wreck.aspx?139172,16.0174,-23.022721,unknown,,,,,,,alidade only,no.svg,unknown,,,,,,,[unknown],unknown,,,eroded,unknown,unknown,,none apparent.,,"Recovered from the Lady Burgess (1806) shipwreck site, João Valente Reef, Cape Verde, by Arqueonautas SA., a treasure hunting company. No astrolabe was found nearby. It is 94 mm long. Distance between sights 59 mm.",,"Alejandro Mirabal, 2015",,,record,,,,,,
cmacno105,,105,,,MIA,date unknown,,,,,,,,,,,,,,,probably,,,,,,,,,public collection,25.29558928,51.5394407,,"Museum of Islamic Art, Doha, Qatar",https://mia.org.qa/,https://artsandculture.google.com/asset/mariner-s-astrolabe/MgHZ19i-3EpJjA,,1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",568,15,15,,4500,obliterated,unknown,,,[unknown],unknown,unknown,,none apparent.,provenience unknown,Very large specimen in the collections of the Doha Islamic Art Museum. Unprovenanced.,,"Marc Peletreau, 2015",,,record,,,,,,
cmacno106,,106,,,Maravillas,pre-1656,1656,,,1656,1656,1656,1656,,,,,,,,yes,Nuestra Señora de las Maravillas,1656,1656,,"Lost in 1656 on its return trip from the New World, salvaged by treasure hunters.",https://shiplib.org/index.php/shipwrecks/iberian-shipwrecks/spanish-and-the-new-world/nuestra-senora-de-las-maravillas-1656/,26.92033381,-78.66666768,"unknown, auctioned",,,Ebay,,,,alidade only,no.svg,unknown,,,,,,,[unknown],unknown,,,[unknown],unknown,[unknown],,none apparent.,,"Alegedly found by Herbert Humphreys in the 1980-90's on the Bahama Bank. Was offered for sale at Ebay in February 2017 ($3,200) with a certificate signed by H. Humphreys.",,,,,record,,,,,,
cmacno107,,107,,,La Rochelle,date unknown,,,,,,,,,,,1988 – 1990,1988,1990,,unknown,,,,,,,46.15042733,-1.175122287,private,,,France,,,,,1a.svg,Ia2,"wheel type with base ballast, concave base ballast",211,13.87t / 24.3b,13.87,24.3,3190,90-0-90,unknown,,,good,Portuguese,Portuguese?,quintuple dots cross,Quintuple dots cross.,,"Bought at the March 2017 TEFAF art fair of Maastricht (March 19, 2017), by Dr. Carl Dierickx (Hasselt, Belgium). Probably dredged at La Rochelle, France. Found around 1988-90 in a pile of dredged sand delivered to a particular at Aigrefeuille d’Aunis.",,,,,record,,,,,,
cmacno108,,108,,,Al Hallaniyah,date unknown,,,,,,,,,,,,,,,probably one of the Sodré brothers shipwrecks.,,,,,,,17.52157076,56.08413941,public collection,23.61180792,58.59368538,,"National Museum, Muscat, Oman",https://www.nm.gov.om/en/home,,no alidade,0.svg,0,solid disk,175,2,2,,344.3,obliterated,[unknown],,,eroded,Portuguese,Portuguese,Portuguese Royal Coat of Arms; armillary sphere,Portuguese Royal Coat of Arms / Armillary Sphere,,"Recovered by David L. Mearns in 2014 from the site off Al Hallaniyah Island, Oman, believed to be Vicente Sodré’s ship Esmeralda, on a cooperative project with Oman’s Ministry of Heritage and Culture.","Mearns et al., 2016","David L. Mearns, 2017",,,record,,,,,,
cmacno109,,109,,,Cadis IV,date unknown,,,,,,,,,,,2017,2017,,,unknown,,,,,,,,,unknown,,,,,,,no alidade,1a.svg,Ia1,"wheel type with base ballast, triangular base ballast",,,,,,[unknown],[unknown],,,eroded,unknown,[unknown],,None apparent.,,Found by looters and aprehended by the police in 2017.,,,,,record,,,,,,
cmacno110,,110,,,Monreal,1631,1631,1631,,,,,,,,,,,,,no,,,,,,,45.50447995,-73.55670756,public collection,45.50443484,-73.55665392,,"Saint-Sulpice Seminary, Montreal, Canada",https://universculturelsaintsulpice.ca/en/historic-sites/,,,1a.svg,Ia5,"wheel type with base ballast, convex base ballast w/ concave post tops",172,11,11,,2937,90-0-90,Francisco de Gois,GOIS,Goes,good,Portuguese,Portuguese,double circle; maker name; date; stars,"""GOIS"" + ""1631"" between 4 stars, 3 starts on the posts. Two circles incised on the ballast.",,"Found in the safe of the Collège de Montréal, an institution founded by the Sulpicians. Possibly a donation to the priests.",,,,,record,,,,,,
cmacno111,,111,,,Renaud,date unknown,,,,,,,,,,,,,,,no,,,,,,,,,public collection,48.86230932,2.287354984,,"Musée National de Marine, Paris, France",https://www.musee-marine.fr/,,,3.svg,III,wheel type without ballast,400,6,6,,,[unknown],[unknown],,,[unknown],unknown,[unknown],maker name,J. RENAUD MARSEILLE,,,,,,,record,,,,,,
